ranking,vElf #,background,skin,eyes,mouth,clothes,hair,headwear,Rarity
1552,1629,Light Turquoise,Brown,Blue Sleepy Eyes,Slightly Open,Orange Brassiere,White Braid,Butterfly,RARE
1553,1543,Light Blue,Green,Heart Eyes,Pink Thin Lips,Black Cami,Brown Spacebuns,Butterfly,RARE
1554,6113,Light Blue,Blue,Blue Sleepy Eyes,Small Smile,Pink Brassiere,Brown Spacebuns,Butterfly,RARE
1555,2743,Light Red,Brown,Blue Angry Eyes,Pink Plump Lips,Fluffy White Offshoulder,Black White Straight,Butterfly,RARE
1556,2077,Light Turquoise,Green,Rolled Eyes,Gritting Teeth,Black Horseskin,Blonde Spacebuns,Butterfly,RARE
1557,1753,Graveyard,Green,Blue Sleepy Eyes,Pink Thin Lips,Shirtdress,Pink Short Tiedback,Leaf Crown,RARE
1558,7618,Light Orange,Brown,Heart Eyes,Pink Thin Lips,Shirtdress,Black Straight Bob,Elven Crown,RARE
1559,3517,Blue Clouds,Green,Purple Eyes,Kissy Lips,Brown Cape,Black Pullback,Butterfly,RARE
1560,2271,Light Red,Green,Scarred Eyes,Gritting Teeth,Red Plunge Dress,Black Wavy,Bunny Ears,RARE
1561,3553,Light Yellow,Peach,Blue Dewy Eyes,Pink Thin Lips,Battle Armor,White Pullback,Butterfly,RARE
1562,742,Graveyard,Peach,3D Glasses,Upset,Brown Brassiere,Black Wavy,Butterfly,RARE
1563,584,Up Only,Brown,Diamond Eyes,Stuck Out Tongue,Blue Dress,Blue Wavy Bob,Bunny Ears,RARE
1564,308,Forest,Blue,Bug Eyes,Big Grin,Brown Brassiere,Black Pullback,Leaf Crown,RARE
1565,4287,Up Only,Peach,Heart Eyes,Kissy Lips,Brown Cape,Layered Purple,Butterfly,RARE
1566,7037,Light Yellow,Blue,Green Slanted Eyes,Shocked,Red Elven Dress,Black Pullback,Butterfly,RARE
1567,7198,VeSea,Yellow,Purple Eyes,Kissy Lips,White Cami,Red Braid,Butterfly,RARE
1568,4277,Up Only,Yellow,Blue Angry Eyes,Black Mask,Shirtdress,White Braid,Bunny Ears,RARE
1569,6769,Purple Clouds,Brown,Green Slanted Eyes,Shocked,Brown Brassiere,Red Wavy,Butterfly,RARE
1570,1303,Light Blue,Brown,Rolled Eyes,Gritting Teeth,Red Cami,Blue Wavy Bob,Butterfly,RARE
1571,3842,Light Orange,Blue,Blue Dewy Eyes,Confused,Brown Brassiere,White Pullback,Bunny Ears,RARE
1572,6104,Up Only,Blue,Rolled Eyes,Confused,Red Plunge Dress,Red Straight,Leaf Crown,RARE
1573,5385,Light Pink,Green,Bug Eyes,Stuck Out Tongue,Red Plunge Dress,Brown Straight Bob,Leaf Crown,RARE
1574,7557,Light Red,Peach,Bug Eyes,Big Grin,Brown Brassiere,Brown Wavy,Leaf Crown,RARE
1575,4195,Light Pink,Green,VeChain Visor,Small Smile,Orange Brassiere,Layered Purple,Butterfly,RARE
1576,601,Light Brown,Blue,Heart Eyes,Kissy Lips,Brown Brassiere,White Pullback,Elven Crown,RARE
1577,7623,Graveyard,Brown,Eye Patch,Small Smile,Fluffy White Offshoulder,Blonde Spacebuns,Butterfly,RARE
1578,1848,Light Orange,Blue,Rolled Eyes,Shocked,Red Plunge Dress,Blue Wavy Bob,Leaf Crown,RARE
1579,2206,Light Red,Yellow,Green Slanted Eyes,Big Grin,Shirtdress,Pink Short Tiedback,Bunny Ears,RARE
1580,6967,Light Brown,Yellow,Blue Angry Eyes,Gritting Teeth,Shirtdress,White Pullback,Elven Crown,RARE
1581,3617,Light Green,Brown,Icy Eyes,Stuck Out Tongue,Blue Brassiere,Brown Spacebuns,Butterfly,RARE
1582,6224,Up Only,Blue,Deal With It,Upset,Shirtdress,White Braid,Bunny Ears,RARE
1583,1872,Forest,Green,Scarred Eyes,Big Grin,Brown Cami,Pink Short Tiedback,Butterfly,RARE
1584,5839,Light Pink,Green,Scarred Eyes,Stuck Out Tongue,Black with Chains,Black White Straight,Butterfly,RARE
1585,4632,Light Orange,Blue,Deal With It,Stuck Out Tongue,Blue Dress,Pixie Cut,Butterfly,RARE
1586,1665,Light Orange,Yellow,Purple Eyes,Big Grin,Shirtdress,Black White Straight,Elven Crown,RARE
1587,462,Light Green,Blue,Rolled Eyes,Confused,Orange Brassiere,Brown Straight Bob,Butterfly,RARE
1588,6246,Light Red,Yellow,Pink Eyes,Big Grin,Blue Asymmetric Dress,Black Straight Bob,Butterfly,RARE
1589,4920,Light Turquoise,Yellow,Green Angry Eyes,Pink Plump Lips,Shirtdress,Blue Wavy Bob,Leaf Crown,RARE
1590,5655,Light Brown,Yellow,Scarred Eyes,Gritting Teeth,Red Plunge Dress,Layered Purple,Leaf Crown,RARE
1591,1376,Light Red,Yellow,Green Angry Eyes,Pink Thin Lips,Pink Brassiere,Brown Wavy,Butterfly,RARE
1592,5765,VeSea,Yellow,Crying Eyes,Slightly Open,Shirtdress,Brown Wavy,Butterfly,RARE
1593,6516,Graveyard,Yellow,Blue Dewy Eyes,Big Grin,Orange Brassiere,White Braid,Butterfly,RARE
1594,7070,Blue Clouds,Yellow,Scarred Eyes,Shocked,Blue Dress,Red Braid,Butterfly,RARE
1595,5990,Blue Clouds,Yellow,Purple Eyes,Big Grin,Orange Brassiere,Pink Short Tiedback,Butterfly,RARE
1596,2664,Light Pink,Green,Rolled Eyes,Upset,Brown Cami,Brown Spacebuns,Butterfly,RARE
1597,6863,Graveyard,Yellow,3D Glasses,Small Smile,Shirtdress,Black Wavy,Butterfly,RARE
1598,4898,Light Pink,Yellow,Diamond Eyes,Slightly Open,Shirtdress,Red Straight,Leaf Crown,RARE
1599,515,Blue Clouds,Peach,Green Angry Eyes,Pink Plump Lips,Red Plunge Dress,Pink Short Tiedback,Butterfly,RARE
1600,2182,Up Only,Peach,VeChain Visor,Upset,Red Elven Dress,Blonde Spacebuns,Butterfly,RARE
1601,2043,Light Green,Peach,Eye Patch,Stuck Out Tongue,Blue Asymmetric Dress,Blue Wavy Bob,Leaf Crown,RARE
1602,5510,Light Blue,Peach,Diamond Eyes,Confused,Shirtdress,White Pullback,Leaf Crown,RARE
1603,3729,Greyish Blue,Brown,Heart Eyes,Pink Plump Lips,Brown Brassiere,White Braid,Butterfly,RARE
1604,6736,Light Orange,Yellow,Icy Eyes,Stuck Out Tongue,Fluffy White Offshoulder,Black White Straight,Butterfly,RARE
1605,3738,Light Turquoise,Peach,Diamond Eyes,Gritting Teeth,Red Plunge Dress,Red Straight,Butterfly,RARE
1606,3173,Up Only,Blue,Purple Eyes,Slightly Open,Fluffy White Offshoulder,Black Wavy,Butterfly,RARE
1607,5972,Light Yellow,Yellow,Scarred Eyes,Stuck Out Tongue,Blue Asymmetric Dress,Black Wavy,Butterfly,RARE
1608,6664,Blue Clouds,Blue,Rolled Eyes,Upset,Brown Brassiere,Black Wavy,Butterfly,UNIQUE
1609,6064,VeSea,Blue,Icy Eyes,Confused,Blue Asymmetric Dress,Pixie Cut,Butterfly,UNIQUE
1610,1976,Graveyard,Yellow,Blue Dewy Eyes,Pink Thin Lips,Blue Dress,Pixie Cut,Butterfly,UNIQUE
1611,3746,Light Blue,Green,Green Slanted Eyes,Pink Thin Lips,Fluffy White Offshoulder,White Pullback,Butterfly,UNIQUE
1612,2076,Light Red,Green,Icy Eyes,Pink Thin Lips,White Cape,Blue Wavy Bob,Butterfly,UNIQUE
1613,4266,Light Blue,Peach,Scarred Eyes,Big Grin,Blue Asymmetric Dress,Layered Purple,Butterfly,UNIQUE
1614,3221,Graveyard,Yellow,Scarred Eyes,Black Mask,Brown Brassiere,Brown Spacebuns,Butterfly,UNIQUE
1615,622,Light Green,Green,Blue Dewy Eyes,Kissy Lips,Shirtdress,White Pullback,Leaf Crown,UNIQUE
1616,4046,Up Only,Peach,Purple Eyes,Upset,Shirtdress,Blue Wavy Bob,Elven Crown,UNIQUE
1617,5683,Light Red,Brown,Purple Eyes,Slightly Open,White Cami,Layered Purple,Butterfly,UNIQUE
1618,4927,Purple Clouds,Blue,Blue Sleepy Eyes,Slightly Open,Shirtdress,White Pullback,Butterfly,UNIQUE
1619,3432,Light Orange,Peach,Heart Eyes,Kissy Lips,Shirtdress,Blonde Spacebuns,Butterfly,UNIQUE
1620,6103,Up Only,Yellow,Icy Eyes,Gritting Teeth,Red Elven Dress,Layered Purple,Butterfly,UNIQUE
1621,2567,Light Turquoise,Blue,Blue Dewy Eyes,Slightly Open,Blue Asymmetric Dress,White Pullback,Butterfly,UNIQUE
1622,5101,Light Blue,Peach,Blue Dewy Eyes,Shocked,Shirtdress,Black Straight Bob,Butterfly,UNIQUE
1623,7243,Forest,Blue,Heart Eyes,Small Smile,Shirtdress,Red Straight,Butterfly,UNIQUE
1624,5384,Forest,Brown,Rolled Eyes,Black Mask,Shirtdress,Red Straight,Butterfly,UNIQUE
1625,7403,Light Brown,Blue,Purple Eyes,Shocked,Shirtdress,White Braid,Butterfly,UNIQUE
1626,7378,VeSea,Brown,Icy Eyes,Black Mask,Shirtdress,Blue Wavy Bob,Butterfly,UNIQUE
1627,3402,Forest,Peach,Icy Eyes,Confused,Red Plunge Dress,Blue Wavy Bob,Butterfly,UNIQUE
1628,4657,Light Pink,Yellow,Icy Eyes,Stuck Out Tongue,Brown Brassiere,Blonde Spacebuns,Butterfly,UNIQUE
1629,5347,Light Pink,Peach,Purple Eyes,Slightly Open,Shirtdress,White Braid,Butterfly,UNIQUE
1630,2804,Up Only,Peach,Purple Eyes,Gritting Teeth,Shirtdress,Red Straight,Butterfly,UNIQUE
1631,4007,Greyish Blue,Blue,Grey Dewy Eyes,Confused,White Offshoulder,Red Pullback,No Headwear,UNIQUE
1632,18,Blue Clouds,Blue,Fiery Eyes,Small Smile,White Offshoulder,Red Pullback,No Headwear,UNIQUE
1633,5533,Aftermath,Blue,Fiery Eyes,Big Grin,White Offshoulder,Brown Spacebuns,No Headwear,UNIQUE
1634,2259,VeSea,Blue,Fiery Eyes,Kissy Lips,White Offshoulder,Pixie Cut,No Headwear,UNIQUE
1635,7183,Light Purple,Green,Fiery Eyes,Upset,White Offshoulder,Red Straight,No Headwear,UNIQUE
1636,7178,Aftermath,Peach,VeChain Visor,Kissy Lips,White Offshoulder,Red Wavy,No Headwear,UNIQUE
1637,5368,Rainbow,Green,Pink Eyes,Black Mask,White Offshoulder,White Braid,No Headwear,UNIQUE
1638,1796,Rainbow,Green,3D Glasses,Kissy Lips,White Offshoulder,Brown Wavy,No Headwear,UNIQUE
1639,50,Light Purple,Green,Fiery Eyes,Stuck Out Tongue,White Offshoulder,Red Straight,No Headwear,UNIQUE
1640,184,Light Turquoise,Yellow,Fiery Eyes,Pink Thin Lips,White Offshoulder,Black Straight Bob,No Headwear,UNIQUE
1641,632,Purple Clouds,Peach,Crying Eyes,Big Grin,White Offshoulder,Pixie Cut,No Headwear,UNIQUE
1642,4167,Light Yellow,Peach,Grey Dewy Eyes,Kissy Lips,White Offshoulder,Brown Spacebuns,No Headwear,UNIQUE
1643,4466,VeSea,Peach,Pink Eyes,Confused,White Offshoulder,White Pullback,No Headwear,UNIQUE
1644,3274,Light Blue,Brown,Pink Eyes,Pink Thin Lips,White Offshoulder,Black Wavy,No Headwear,UNIQUE
1645,4876,Light Brown,Blue,Fiery Eyes,Slightly Open,White Offshoulder,Black Pullback,No Headwear,UNIQUE
1646,379,VeSea,Blue,Green Angry Eyes,Confused,White Offshoulder,Brown Wavy,No Headwear,UNIQUE
1647,6325,Light Orange,Yellow,Green Angry Eyes,Confused,White Offshoulder,Black Straight,No Headwear,UNIQUE
1648,4901,Light Purple,Brown,Blue Angry Eyes,Small Smile,White Offshoulder,White Braid,No Headwear,UNIQUE
1649,5635,Light Pink,Brown,Crying Eyes,Kissy Lips,White Offshoulder,Black Straight,No Headwear,UNIQUE
1650,6712,Forest,Yellow,Fiery Eyes,Big Grin,White Offshoulder,Pixie Cut,No Headwear,UNIQUE
1651,1213,Greyish Blue,Peach,Diamond Eyes,Pink Plump Lips,White Offshoulder,Black Straight Bob,No Headwear,UNIQUE
1652,6519,Rainbow,Yellow,Blue Sleepy Eyes,Small Smile,White Offshoulder,Brown Spacebuns,No Headwear,UNIQUE
1653,5460,Rainbow,Peach,Icy Eyes,Shocked,White Offshoulder,Red Wavy,No Headwear,UNIQUE
1654,4666,Light Green,Peach,Fiery Eyes,Kissy Lips,White Offshoulder,Brown Spacebuns,No Headwear,UNIQUE
1655,6951,Aftermath,Peach,VeChain Visor,Gritting Teeth,White Offshoulder,Black White Straight,No Headwear,UNIQUE
1656,2204,Blue Clouds,Green,Crying Eyes,Big Grin,White Offshoulder,Brown Wavy,No Headwear,UNIQUE
1657,1903,Rainbow,Peach,Green Angry Eyes,Small Smile,White Offshoulder,Red Straight,No Headwear,UNIQUE
1658,7290,Rainbow,Blue,Deal With It,Slightly Open,White Offshoulder,White Braid,No Headwear,UNIQUE
1659,7530,Blue Clouds,Green,Crying Eyes,Shocked,White Offshoulder,Black Straight Bob,No Headwear,UNIQUE
1660,6805,Rainbow,Peach,Bug Eyes,Upset,White Offshoulder,Pink Short Tiedback,No Headwear,UNIQUE
1661,2818,Light Turquoise,Blue,Green Slanted Eyes,Pink Thin Lips,White Offshoulder,Red Pullback,No Headwear,UNIQUE
1662,5770,Light Orange,Yellow,Blue Sleepy Eyes,Pink Plump Lips,White Offshoulder,Brown Straight Bob,No Headwear,UNIQUE
1663,5148,Light Orange,Brown,3D Glasses,Small Smile,White Offshoulder,Black White Straight,No Headwear,UNIQUE
1664,1776,Light Yellow,Brown,Heart Eyes,Confused,White Offshoulder,Red Braid,No Headwear,UNIQUE
1665,4194,Light Red,Blue,Blue Angry Eyes,Kissy Lips,White Offshoulder,Black Straight,No Headwear,UNIQUE
1666,505,Graveyard,Brown,Blue Sleepy Eyes,Gritting Teeth,White Offshoulder,Black Straight,No Headwear,UNIQUE
1667,5265,Aftermath,Yellow,Deal With It,Confused,White Offshoulder,Blonde Spacebuns,No Headwear,UNIQUE
1668,1081,Light Green,Blue,3D Glasses,Slightly Open,White Offshoulder,Black Wavy,No Headwear,UNIQUE
1669,7526,Light Yellow,Green,Green Slanted Eyes,Upset,White Offshoulder,Black Wavy,No Headwear,UNIQUE
1670,5398,Purple Clouds,Yellow,VeChain Visor,Confused,White Offshoulder,White Pullback,No Headwear,UNIQUE
1671,5801,Purple Clouds,Green,Crying Eyes,Black Mask,White Offshoulder,White Pullback,No Headwear,UNIQUE
1672,2829,Greyish Blue,Yellow,Blue Sleepy Eyes,Big Grin,White Offshoulder,Blonde Spacebuns,No Headwear,UNIQUE
1673,5719,Graveyard,Peach,Deal With It,Pink Plump Lips,White Offshoulder,Brown Spacebuns,No Headwear,UNIQUE
1674,1985,Purple Clouds,Brown,Bug Eyes,Shocked,White Offshoulder,Black Straight Bob,No Headwear,UNIQUE
1675,2180,Light Yellow,Brown,Eye Patch,Black Mask,White Offshoulder,Red Straight,No Headwear,UNIQUE
1676,2862,Greyish Blue,Blue,Green Angry Eyes,Slightly Open,White Offshoulder,Layered Purple,No Headwear,UNIQUE
1677,3094,Greyish Blue,Green,Grey Dewy Eyes,Slightly Open,White Offshoulder,Blue Wavy Bob,No Headwear,UNIQUE
1678,6665,Light Purple,Peach,Rolled Eyes,Small Smile,White Offshoulder,Brown Spacebuns,No Headwear,UNIQUE
1679,6515,Forest,Yellow,Green Angry Eyes,Pink Thin Lips,White Offshoulder,Red Pullback,No Headwear,UNIQUE
1680,473,VeSea,Brown,Rolled Eyes,Upset,White Offshoulder,Black Straight Bob,No Headwear,UNIQUE
1681,2680,Greyish Blue,Green,Bug Eyes,Pink Plump Lips,White Offshoulder,Pixie Cut,No Headwear,UNIQUE
1682,815,Greyish Blue,Green,Rolled Eyes,Shocked,White Offshoulder,Pixie Cut,No Headwear,UNIQUE
1683,6884,Light Orange,Peach,Scarred Eyes,Shocked,White Offshoulder,Black Wavy,No Headwear,UNIQUE
1684,1461,Light Red,Peach,Grey Dewy Eyes,Shocked,White Offshoulder,Black White Straight,No Headwear,UNIQUE
1685,4406,Up Only,Yellow,Blue Sleepy Eyes,Pink Plump Lips,White Offshoulder,Black Wavy,No Headwear,UNIQUE
1686,3677,Light Yellow,Brown,Blue Dewy Eyes,Black Mask,White Offshoulder,Pink Short Tiedback,No Headwear,UNIQUE
1687,4690,Purple Clouds,Green,Blue Dewy Eyes,Stuck Out Tongue,White Offshoulder,Brown Wavy,No Headwear,UNIQUE
1688,1424,Light Yellow,Yellow,Bug Eyes,Kissy Lips,White Offshoulder,Red Straight,No Headwear,UNIQUE
1689,3776,Graveyard,Brown,Blue Dewy Eyes,Pink Plump Lips,White Offshoulder,Red Braid,No Headwear,UNIQUE
1690,1198,Greyish Blue,Green,VeChain Visor,Pink Thin Lips,White Offshoulder,Blue Wavy Bob,No Headwear,UNIQUE
1691,486,Light Purple,Brown,Blue Sleepy Eyes,Shocked,White Offshoulder,Blue Wavy Bob,No Headwear,UNIQUE
1692,6993,Blue Clouds,Peach,Eye Patch,Pink Thin Lips,White Offshoulder,Pink Short Tiedback,No Headwear,UNIQUE
1693,3813,Aftermath,Peach,Blue Sleepy Eyes,Kissy Lips,White Offshoulder,White Pullback,No Headwear,UNIQUE
1694,6783,Light Orange,Blue,Crying Eyes,Slightly Open,White Offshoulder,White Pullback,No Headwear,UNIQUE
1695,7196,Light Purple,Blue,Rolled Eyes,Stuck Out Tongue,White Offshoulder,Blonde Spacebuns,No Headwear,UNIQUE
1696,5067,Greyish Blue,Green,Purple Eyes,Gritting Teeth,White Offshoulder,Pink Short Tiedback,No Headwear,UNIQUE
1697,606,Forest,Peach,Diamond Eyes,Shocked,White Offshoulder,Pixie Cut,No Headwear,UNIQUE
1698,5012,Aftermath,Blue,Icy Eyes,Pink Plump Lips,White Offshoulder,Layered Purple,No Headwear,UNIQUE
1699,533,Blue Clouds,Blue,Grey Dewy Eyes,Slightly Open,White Offshoulder,White Pullback,No Headwear,UNIQUE
1700,7326,Forest,Peach,Eye Patch,Big Grin,White Offshoulder,Black White Straight,No Headwear,UNIQUE
1701,1860,Light Red,Peach,Diamond Eyes,Slightly Open,White Offshoulder,Red Braid,No Headwear,UNIQUE
1702,4323,Light Blue,Blue,Diamond Eyes,Small Smile,White Offshoulder,Pixie Cut,No Headwear,UNIQUE
1703,1664,Light Blue,Blue,Crying Eyes,Small Smile,White Offshoulder,Blue Wavy Bob,No Headwear,UNIQUE
1704,1420,Light Orange,Yellow,Icy Eyes,Big Grin,White Offshoulder,Brown Straight Bob,No Headwear,UNIQUE
1705,7075,Blue Clouds,Green,Rolled Eyes,Shocked,White Offshoulder,Layered Purple,No Headwear,UNIQUE
1706,7039,Light Blue,Peach,Heart Eyes,Shocked,White Offshoulder,Layered Purple,No Headwear,UNIQUE
1707,4326,Up Only,Brown,Blue Angry Eyes,Stuck Out Tongue,White Offshoulder,White Braid,No Headwear,UNIQUE
1708,2130,Light Pink,Blue,Scarred Eyes,Upset,White Offshoulder,Black Straight,No Headwear,UNIQUE
1709,7738,Light Pink,Brown,Blue Sleepy Eyes,Big Grin,White Offshoulder,Layered Purple,No Headwear,UNIQUE
1710,6302,Forest,Peach,Rolled Eyes,Gritting Teeth,White Offshoulder,Pink Short Tiedback,No Headwear,UNIQUE
1711,4725,Up Only,Brown,Diamond Eyes,Stuck Out Tongue,White Offshoulder,Brown Straight Bob,No Headwear,UNIQUE
1712,2736,Light Orange,Yellow,Green Slanted Eyes,Upset,White Offshoulder,Blonde Spacebuns,No Headwear,UNIQUE
1713,5652,Light Orange,Brown,Bug Eyes,Gritting Teeth,White Offshoulder,Layered Purple,No Headwear,UNIQUE
1714,1949,Blue Clouds,Peach,Green Angry Eyes,Stuck Out Tongue,White Offshoulder,Blonde Spacebuns,No Headwear,UNIQUE
1715,6553,Light Orange,Blue,Blue Dewy Eyes,Gritting Teeth,White Offshoulder,White Braid,No Headwear,UNIQUE
1716,4183,Light Green,Blue,Icy Eyes,Upset,White Offshoulder,Red Pullback,No Headwear,UNIQUE
1717,1544,Light Yellow,Yellow,Rolled Eyes,Shocked,White Offshoulder,Blue Wavy Bob,No Headwear,UNIQUE
1718,3053,Forest,Peach,Heart Eyes,Stuck Out Tongue,White Offshoulder,Black Pullback,No Headwear,UNIQUE
1719,4134,Blue Clouds,Green,Scarred Eyes,Kissy Lips,White Offshoulder,White Braid,No Headwear,UNIQUE
1720,2582,Light Yellow,Green,Icy Eyes,Shocked,White Offshoulder,Blonde Spacebuns,No Headwear,UNIQUE
1721,5315,Blue Clouds,Blue,Diamond Eyes,Shocked,White Offshoulder,White Pullback,No Headwear,UNIQUE
1722,6129,Forest,Blue,Rolled Eyes,Pink Thin Lips,White Offshoulder,Black Straight Bob,No Headwear,UNIQUE
1723,5942,Light Green,Peach,Bug Eyes,Confused,White Offshoulder,Layered Purple,No Headwear,UNIQUE
1724,3700,Light Pink,Green,Blue Dewy Eyes,Pink Thin Lips,White Offshoulder,Red Braid,No Headwear,UNIQUE
1725,3741,Light Brown,Blue,Scarred Eyes,Black Mask,White Offshoulder,Black White Straight,No Headwear,UNIQUE
1726,6069,Light Brown,Green,Icy Eyes,Slightly Open,White Offshoulder,Brown Straight Bob,No Headwear,UNIQUE
1727,4709,Light Brown,Brown,Scarred Eyes,Upset,White Offshoulder,Layered Purple,No Headwear,UNIQUE
1728,7036,Light Red,Peach,Green Slanted Eyes,Slightly Open,White Offshoulder,Red Straight,No Headwear,UNIQUE
1729,7637,Blue Clouds,Brown,Eye Patch,Small Smile,White Offshoulder,White Pullback,No Headwear,UNIQUE
1730,6017,Graveyard,Peach,Diamond Eyes,Pink Thin Lips,White Offshoulder,White Pullback,No Headwear,UNIQUE
1731,2523,Rainbow,Brown,Purple Eyes,Stuck Out Tongue,White Offshoulder,Blue Wavy Bob,No Headwear,UNIQUE
1732,7012,Light Blue,Peach,Icy Eyes,Shocked,White Offshoulder,Pixie Cut,No Headwear,UNIQUE
1733,6148,Light Brown,Blue,Heart Eyes,Pink Plump Lips,White Offshoulder,White Pullback,No Headwear,UNIQUE
1734,4079,Light Blue,Green,Purple Eyes,Big Grin,White Offshoulder,Layered Purple,No Headwear,UNIQUE
1735,7380,Light Blue,Blue,Purple Eyes,Shocked,White Offshoulder,Blonde Spacebuns,No Headwear,UNIQUE
1736,4667,Light Blue,Yellow,Purple Eyes,Stuck Out Tongue,White Offshoulder,White Braid,No Headwear,UNIQUE
1737,6336,Up Only,Brown,Purple Eyes,Confused,White Offshoulder,Pixie Cut,No Headwear,UNIQUE
1738,4713,Blue Clouds,Yellow,Blue Dewy Eyes,Upset,White Offshoulder,White Pullback,No Headwear,UNIQUE
1739,1368,Blue Clouds,Green,Rolled Eyes,Pink Thin Lips,White Offshoulder,White Pullback,No Headwear,UNIQUE
1740,7418,Up Only,Green,Deal With It,Pink Thin Lips,White Offshoulder,Blue Wavy Bob,No Headwear,UNIQUE
1741,1871,Up Only,Green,Rolled Eyes,Confused,White Offshoulder,White Pullback,No Headwear,UNIQUE
1742,2608,Up Only,Peach,Heart Eyes,Kissy Lips,White Offshoulder,White Pullback,No Headwear,UNIQUE
1743,550,Forest,Brown,Rolled Eyes,Pink Thin Lips,White Offshoulder,White Pullback,No Headwear,UNIQUE
1744,2828,Light Green,Brown,Blue Dewy Eyes,Black Mask,White Offshoulder,White Pullback,No Headwear,UNIQUE
1745,3636,Forest,Blue,Icy Eyes,Small Smile,White Offshoulder,White Pullback,No Headwear,UNIQUE
1746,1545,Light Green,Brown,Icy Eyes,Small Smile,White Offshoulder,White Pullback,No Headwear,UNIQUE
1747,6011,Light Yellow,Peach,Grey Dewy Eyes,Pink Plump Lips,Blue Halterneck,Red Pullback,No Headwear,COMMON
1748,2212,Greyish Blue,Brown,3D Glasses,Shocked,Blue Halterneck,Red Wavy,No Headwear,COMMON
1749,446,Light Purple,Blue,Pink Eyes,Big Grin,Checkered Brassiere,Red Pullback,No Headwear,COMMON
1750,2708,Greyish Blue,Brown,VeChain Visor,Big Grin,Blue Halterneck,Red Pullback,No Headwear,COMMON
1751,1113,VeSea,Blue,Crying Eyes,Pink Thin Lips,Blue Halterneck,Red Pullback,No Headwear,COMMON
1752,472,Light Turquoise,Blue,Fiery Eyes,Pink Plump Lips,Checkered Brassiere,Red Pullback,No Headwear,COMMON
1753,285,Purple Clouds,Blue,Grey Dewy Eyes,Pink Plump Lips,Red Dress,Red Wavy,No Headwear,COMMON
1754,5774,Aftermath,Peach,Grey Dewy Eyes,Shocked,Blue Halterneck,Black Wavy,No Headwear,COMMON
1755,4811,Light Yellow,Green,VeChain Visor,Kissy Lips,Blue Halterneck,Red Pullback,No Headwear,COMMON
1756,2284,Aftermath,Blue,Fiery Eyes,Confused,Red Dress,Brown Wavy,No Headwear,COMMON
1757,5495,VeSea,Green,Fiery Eyes,Stuck Out Tongue,Blue Halterneck,Black Straight Bob,No Headwear,COMMON
1758,440,Light Blue,Blue,Fiery Eyes,Pink Thin Lips,Blue Halterneck,Red Pullback,No Headwear,COMMON
1759,6459,Light Purple,Brown,Grey Dewy Eyes,Confused,Checkered Brassiere,Red Pullback,No Headwear,COMMON
1760,6250,Graveyard,Brown,Fiery Eyes,Confused,Red Asymmetric Dress,Red Wavy,No Headwear,COMMON
1761,7552,Aftermath,Peach,Grey Dewy Eyes,Shocked,Red Dress,Black Straight,No Headwear,COMMON
1762,5450,VeSea,Peach,3D Glasses,Upset,Blue Halterneck,Brown Straight Bob,No Headwear,COMMON
1763,374,Light Yellow,Yellow,Pink Eyes,Confused,Checkered Brassiere,Red Wavy,No Headwear,COMMON
1764,4112,Light Turquoise,Yellow,Fiery Eyes,Slightly Open,Red Asymmetric Dress,Black Straight,No Headwear,COMMON
1765,2710,Purple Clouds,Yellow,Fiery Eyes,Pink Plump Lips,Red Asymmetric Dress,Brown Spacebuns,No Headwear,COMMON
1766,138,Light Orange,Green,Fiery Eyes,Black Mask,Blue Halterneck,Pink Short Tiedback,No Headwear,COMMON
1767,1302,Rainbow,Peach,Bug Eyes,Confused,Blue Halterneck,Red Pullback,No Headwear,COMMON
1768,5366,Purple Clouds,Brown,Fiery Eyes,Pink Thin Lips,Checkered Brassiere,Red Wavy,No Headwear,COMMON
